protocol,domain_name,address,long_url,having_@_symbol,redirection_//_symbol,prefix_suffix_seperation,sub_domains,having_ip_address,shortening_service,https_token,web_traffic,domain_registration_length,dns_record,age_of_domain,statistical_report,label
http,www.phoenixlocksmith-az.com,prole/?p[]=prole,0,0,0,1,0,0,0,0,1,0,0,0,0,1
http,chat.whatsapp.com.madsuka.com,invite,0,0,0,0,1,0,0,0,1,0,0,0,1,1
https,monovative-my.sharepoint.com:443,:o:/g/personal/user_monovative_onmicrosoft_com/EmCzKJnKZgxDtejtstZ67qQBlkNaRN4Da620KjAjE91eWQ?e=5:wesEg8&amp;at=9,1,0,0,1,0,0,1,0,1,1,0,1,1,1
http,78.143.96.35,wordpress/gam/index.php?bidderblocklogin=,1,0,0,0,0,1,0,0,1,0,0,0,0,1
http,www.pracadarepublicaembeja.net,men,0,0,0,0,0,0,0,0,1,1,0,0,0,1
http,netarafta.com,fresh/onedri/one/index.php,0,0,0,0,0,0,0,0,1,1,0,0,1,1
http,www.decaturilbgc.com,ckeditor/themes/default/plwestern.ph.com/citingwast/welcome/welcome/login.php?cmd=login_submit&amp;id=a699d331b0c43888ac3ced2190693fc8a699d331b0c43888ac3ced2190693fc8&amp;session=a699d331b0c43888ac3ced2190693fc8a699d331b0c43888ac3ced2190693fc8,1,0,0,0,0,0,0,0,1,1,0,0,0,1
http,utefilm.no,signin/lik/emailprovider/signin/,0,0,0,0,0,0,0,0,1,1,0,1,0,1
https,arquitecturamanuelmojica.com,paymnt/DocuSign/DocuSign/u.php,1,0,0,0,0,0,0,0,1,1,1,1,1,1
https,sylviamclain-my.sharepoint.com,personal/sylvia_sylviamclain_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=UPb1cRnmNypLjdqQCkkArBjkN2Rlitq4OTpLJlYYSoE%3d&docid=1_1c137d9cfdf0c4518a86e6db683563e30&wdFormId=%7B79C56373%2D6E2C%2D4F1C%2D9679%2D6C47534174D5%7D&action=formsubmit,1,0,0,1,0,0,1,0,1,0,0,0,0,1
https,eternityflooringcom-my.sharepoint.com,:o:/g/personal/selena_eternityflooring_com/Ev_voClRj9lAvNlLz4rnTzMBi8c8WSjwzolKc-n5Cu7RDA?e=BkedRb,1,0,0,1,0,0,1,0,1,0,0,0,0,1
http,mocabonitabresil.com,modules/We-Transfer/2020,0,0,0,0,0,0,0,0,1,1,0,0,0,1
http,www.wwwxjj9988.com,index.php,0,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.latos.co.kr,js/erusr/united/ep/meniu1.htm?theinfored=2718ad761726asdg12765asd7612jgasd87612,1,0,0,0,0,0,0,0,1,0,0,0,0,1
https,nozed-uname.firebaseapp.com,,0,0,0,1,0,0,0,0,1,1,1,1,0,1
https,onedrive.live.com,redir?resid=10CFFC6B51DB82AC%21153&authkey=%21ALqQ7O8Z1y7c_5w&page=View&wd=target%28Quick%20Notes.one%7Ccd13eb19-aaf3-4c93-a670-061989e18e00%2FAction%20Resources%20LLC%7Cf534fab2-d680-4611-955e-a0387fdb8b59%2F%29,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,67.199.68.195,intservices.htm,0,0,0,0,0,1,0,0,1,1,0,1,0,1
http,165.22.103.235,importantnoticeclient=0952/directing/www.cibc.mobi/ebm-mobile-anp/,1,0,0,0,0,1,0,0,1,1,0,0,0,1
http,whatsappchat.zyns.com,,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.chinadryer.cn,pa,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,docs.google.com,forms/d/e/1FAIpQLSfDwn92QVW38Ss-20KziPdDCTGi6S6IH4nAsXeQlGTvdjh4eA/closedform,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.kreport.com,tmp/,0,0,0,0,0,0,1,0,1,1,0,0,0,1
http,securkenya.com,wp-content/dh1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.pcsvet.si,class/0a96ada9/center-h104588/login/index.php,1,0,0,0,0,0,0,0,1,0,0,0,0,1
https,beteebetgiris.blogspot.com,,0,0,0,0,0,0,1,0,1,1,1,1,0,1
https,zipansion.com,3lqqn,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,179.185.89.94,,0,0,0,0,0,1,0,0,1,0,0,0,0,1
http,3.ly,uja,0,0,0,0,0,0,0,0,1,1,0,0,0,1
https,robotic-tide-275809.el.r.appspot.com,file-852/index.html?authwall=trk=ripf,1,0,0,1,1,0,1,0,1,1,1,1,0,1
https,www.agri85.fr,V3/admin/red.php,0,0,0,0,0,0,0,0,1,1,0,1,0,1
http,betasusgirsenesende.blogspot.com,,0,0,0,0,0,0,1,0,1,1,1,1,0,1
http,paypal-support-help-inc.blogspot.com,?REDACTED,0,0,0,1,0,0,1,0,1,1,1,1,0,1
